Rank,Handle,Codeforces_Handle,Codeforces_Rating,GFG_Handle,GFG_Contest_Score,GFG_Practice_Score,Leetcode_Handle,Leetcode_Rating,Codechef_Handle,Codechef_Rating,HackerRank_Handle,HackerRank_Practice_Score,Percentile
394,21r01a0432,cmrit25_21r01a0432,0,21r01a0432,40,15,sanjaymallikarjuna28,1421,sanjuz16,1366,21r01a0432,54,19.68%
395,21r01a04q3,cmrit25_21r01a04q3,585,21r01alhwc,0,16,cmrit_21r01a04q3,0,cmrit25_4q3,928,21r01a04q3,107,19.57%
396,22r05a6610,cmrit25_22r05a6610,591,22r05acnoi,10,2,22r05a6610r,0,sairohith0822,996,22r05a6610,25,19.55%
397,21r01a0572,cmrit25_21r01a0572,573,21r01a0572,0,14,vasundhara123,0,vasundhara2,1021,21r01a0572,75,19.54%
398,22r05a7306,22r05a7306,578,22r05acyc5,0,10,22r05a7306,0,praveen_kuchi,1130,praveenkumarkuchi,0,19.51%
399,22r05a0526,cmrit25_22r05a0526,578,nethikarewl,0,1,22r05a0526,0,r05a0526,1091,22r05a0526,47,19.51%
400,21r01a05a8,cmrit25_21r01a05a8,491,21r01a05a8,10,8,21r01a05a8,0,pallavi2004,1169,21r01a05a8,112,19.49%
401,21r01a05n5,cmrit25_21r01a05n5,578,21r01aw4dd,0,20,21r01a05n5,0,r01a05n5,1001,21r01a05n5,55,19.47%
402,21r01a67h1,cmrit25_21r01a67h1,348,chaitanya,0,0,chaitanya_4441,1390,chaitanya_4441,669,chaitanya,0,19.47%
403,21r01a05d9,21r01a05d9,0,21r01a05d9,29,45,21r01a05d9,1531,s_21r01a05d9,1079,21r01a05d9,128,19.33%
404,21r01a0506,21r01a0506,582,21r01a4d53,0,0,21r01a0506,0,sriram78,1100,21r01a0_506,10,19.28%
405,21r01a0591,cmrit25_21r01a0591,574,karnamvarq2le,0,13,varshith_591,0,varshith_591,970,21r01a0591,80,19.27%
406,21r01a6686,cmr_21r01a6686,0,21r01a5xsm,70,0,csm_21r01a6686,1423,cmr_21r01a6686,1130,@21r01a6686,0,18.99%
407,21r01a04k9,cmrit25_21r01a04k9,563,21r01a04k9cmr,0,5,21r01a04k9,0,cmr21r01a04k9,809,21r01a04k9,161,18.62%
408,21r01a0541,21r01a0541@cmritonline.ac.in,0,21r01a0541,60,0,vinuthnna_reddy,1343,vin_21r01a0541,1210,21r01a0541@cmritonline.ac.in,0,18.49%
409,21r01a05r4,cmrit25_21r01a05r4,568,21r01a05r4,0,18,21r01a05r4shravani,0,sravs_76,811,21r01a05r4,102,18.48%
410,22r05a0407,cmr25_22r05a0407,493,,0,0,,0,cmr22r05a0407,1168,22r05a0407,67,18.36%
411,22r05a0509,22r05a0509,586,22r05a0509,0,0,sruthi66,0,sruthi66,912,22r05a0509,20,18.28%
412,21r01a0560,cmrit2521r01a0560,601,21r01a64f2,0,0,21r01a0560,0,gangabhavani_9,858,21r01a0560,15,18.21%
413,21r01a7365,cmr_21r01a7365,0,21r01a7365,0,95,21r01a7365,1347,cmr_21r01a7365,406,21r01a7365,589,18.09%
414,21r01a67h7,21r01a67h7_aashreetha,347,21r01a67h7aashreetha,40,0,21r01a67h7,0,aashreetha,1308,21r01a67h7,22,17.90%
415,21r01a05q4,21r01a05q4,584,21r01a05q4,0,0,21r01a05q4,0,nikhilesh5q4,866,@21r01a05q4,0,17.76%
416,21r01a67a1,21r01a67a1,575,21r01arlco,0,0,21r01a67a1,0,nikhi05,875,21r01a67a1,10,17.72%
417,21r01a05g0,rishivaran5g0,387,21r01ao3tc,40,1,rishivaran,0,rishivaran5go,1166,@21r01a05g0,0,17.67%
418,21r01a04d2,21r01a04d2,0,21r01a04d2,10,2,21r01a04d2,1423,akshith4d2,1081,21r01a04d2,228,17.65%
419,21r01a67e9,21r01a67e9,0,21r01a67e9,20,0,21r01a67e9,1488,srikavya67e9,1241,21r01a67e9,32,17.63%
420,21r01a0592,yaswanthnaidu4,573,,0,0,21r01a0592,0,yaswanthnaidu4,856,21r01a0592,0,17.47%
421,21r01a67j5,cmrit25_21r01a67j5,0,anupamasu422g,20,6,anupama_33,1454,anupama_93,1270,21r01a67j5@cmritonline.ac.in,0,17.45%
422,21r01a04j5,cmrit25_21r01a04j5,0,21r01a04j5,30,0,21r01a04j5,1418,tanirudh,1233,21r01a04j5,0,17.42%
423,21r01a0461,cmr_21r01a0461,0,cmr_21r01a0461,40,0,cmr_21r01a0461,1409,cmr_21r01a0461,995,cmr_21r01a0461,102,17.41%
424,21r01a67h0,21r01a67h0,347,21r01a67h0,20,0,21r01a67h0,1478,rahuloddepally,0,21r01a67h0,55,17.39%
425,21r01a67k0,,0,21r01a67k0,0,14,21r01a67k0,1434,r01a67k0,1148,21r01a67k0,175,17.35%
426,21r01a05g3,21r01a05g3,0,21r01a05g3,30,18,21r01a05g3,1473,cse_21r01a05g3,1006,21r01a05g3,53,17.25%
427,21r01a04e3,cmrit_2521r01a04e3,369,21r01ay9hv,40,0,anilkumar_4e3,0,anilkumar4e3,1093,21r01a04e3,40,17.20%
428,21r01a6751,,0,21r01adg38,0,0,21r01a6751,1410,pravallika45,1432,21r01a6751,20,17.17%
429,21r01a05j8,cmrit25_21r01a05j8,0,21r01aq09q,40,0,21r01a05j8lt,1484,tevinj8,1043,hckrj8,0,17.16%
430,21r01a05h7,cmrit25_21r01a05h7,709,21r01aezhm,29,13,21r01a05h7,0,sharanya34,0,21r01a05h7,25,17.12%
431,22r05a0502,22r05a0502,373,22r05a0502,40,27,22r05a0502,0,srujan22502,967,22r05a0502,40,17.12%
432,21r01a0546,21r01a0546,0,sreejanarala,29,0,21r01a0546,1468,sree21r01a0546,1094,21r01a0546,35,17.12%
433,21r01a0493,cmrit25_21r01a0493,0,21r01a0493,20,0,21r01a0493,1439,nand21r01a0493,1060,21r01a0493,119,17.06%
434,21r01a67h5,cmrit25_21r01a67h5,0,21r01a67h5,0,0,21r01a67h5,1560,cmr_21r01a67h5,1099,21r01a67h5,135,17.06%
435,22r05a0418,cmrit25_22r05a0418,348,22r05a0418megha,39,0,22r05a0418,0,meghana48,1106,22r05a0418,63,17.00%
436,21r01a05c1,cmrit25_21r01a05c1,420,21r01a05c1,10,0,vaishnav_c1,0,vaishanv_c1,1183,21r01a05c1,0,16.82%
437,21r01a67d1,21r01a67d1,382,21r01alsjb,0,0,neha_ankush26,0,neha_ankush,1330,21r01a67d1,42,16.79%
438,22r05a6701,22r05a6701,358,22r05a7tt4,10,6,srinith_3,0,srinithreddy3,1286,srinith_3,44,16.71%
439,21r01a0589,cmrit25_21r01a0589,361,21r01ayusu,0,5,21r01a0589,0,anuh21r01a0589,1288,21r01a0589,90,16.66%
440,21r01a05g9,cmrit25_21r01a05g9,0,21r01a05g9,0,0,21r01a05g9,1508,srivarsha_31,1113,21r01a05g9,112,16.63%
441,22r05a0404,cmrit25_22r05a0404,357,22r05a0404,10,0,22r05a0404,0,chandu404,1325,@22r05a0404,0,16.37%
442,21r01a67a2,,0,,0,0,21r01a67a2,1396,cmr_21r01a67a2,1266,21r01a67a2,45,16.30%
443,21r01a05l4,cmrit_21r01a05l4,385,,0,0,cmrit_harish5628,1409,cmrit_harish5628,0,21r01a05l4,8,16.26%
444,21r01a05a5,cmrit25_21r01a05a5,362,muddasaniramya,28,0,ramyamuddasani,0,ramyamuddasani,971,21r01a05a5,104,16.25%
445,21r01a66f5,21r01a66f5,719,21r01am2b8,0,17,21r01a66f5,0,21r01a66f5,0,21r01a66f5,65,16.23%
446,21r01a6613,cmrit25_21r01a6613,355,21r01a98ql,0,18,21r01a6613,0,sheershitha_77,1062,21r01a6613,167,16.16%
447,22r05a7202,cmrit25-22r05a7202,349,22r05a7202@cmritonline.ac.in,0,0,kanakalaxmi,1409,22r05a7202@cmritonline.ac.in,0,22r05a7202,73,16.12%
448,21r01a66h6,cmrit25_21r01a66h6,376,anshitha_pallem,0,0,anshi_pallem,0,anshi_pallem,1075,21r01a66h6,150,16.11%
449,21r01a04k1,cmrit_21r01a04k1,0,21r01a04k1,0,20,21r01a04k1,1426,pranaykumar22,1021,21r01a04k1,117,16.10%
450,21r01a05l6,cmrit_21r01a05l6,0,21r01a05l6,0,4,21r01a05l6,1381,ranjith_20,1163,21r01a05l6,90,16.10%
451,21r01a0481,rajkumarcmrit,369,,0,0,rajkumarcmrit,1436,,0,,0,16.00%
452,21r01a6675,21r01a6675,0,21r01ae7gl,0,5,21r01a6675,1439,varsha_146,1120,21r01a6675,55,15.84%
453,22r05a0411,cmrit25_22r05a0411	,341,22r05a0411,0,0,22r05a0411,1434,22r05a0411,0,22r05a0411,40,15.78%
454,21r01a0575,cmrit25_21r01a0575,354,21r01aauhx,0,0,21r01a0575,0,chakri26,1158,21r01a0575,110,15.77%
455,22r05a0510,22r05a0510,358,22r05a0510,0,0,22r05a0510,0,vaishu10,1280,22r05a0510,20,15.76%
456,21r01a0498,cmrit25_21r01a0498,396,21r01a0498,0,0,21r01a0498,0,samatha_498,1016,21r01a0498,104,15.72%
457,21r01a0492,cmrit25_21r01a0492,0,21r01amicz,10,0,21r01a0492,1410,kube21r01a0492,989,21r01a0492,99,15.71%
458,21r01a04h2,21r01a04h2,0,gowtham_h2,0,0,21r01a04h2,1421,gowtham_h2,1178,21r01a04h2,25,15.70%
459,21r01a05c9,cmrit25_21r01a05c9,359,21r01ab981,0,17,21r01a05c9,0,hamsika5c9,991,21r01a05c9,140,15.52%
460,21r01a0562,21r01a0562,396,21r01a0562,0,0,vedanthkankan,0,vedanthkankan,1085,21r01a0562,35,15.49%
461,21r01a6743,cmrit25_21r01a6743,356,nethaji_43,0,0,nethaji_43,0,nethaji_43,1264,nethaji_43,0,15.42%
462,21r01a0567,21r01a0567,0,21r01abk04,0,14,21r01a0567,1436,saiteja567,1105,anumalasaiteja21r01a0567,0,15.41%
463,21r01a67b8,21r01a67b8,0,21r01a67b8,0,0,21r01a67b8,1382,cmr_21r01a67b8,1200,21r01a67b8,0,15.37%
464,21r01a04m1,cmrit_21r01a04m1,0,21r01a04m1,0,11,21r01a04m1,1420,shalini76,958,cmrit_21r01a04m1,107,15.36%
465,22r05a6717,cmrit25_22r05a6717,0,22r05afiff,0,0,22r05a6717,1385,vishnu717,1161,22r05a6717,22,15.36%
466,21r01a05j0,cmrit25_21r01a05j0,363,21r01a05j0,0,15,21r01a05j0,0,sr21r01a05j0,1043,21r01a05j0,85,15.36%
467,21r01a04b5,cmrit25_21r01a04b5,350,21r01a04b5,0,13,21r01a04b5,0,cmr_21r01a04b5,921,21r01a04b5,191,15.29%
468,21r01a66f3,cmrit25_21r01a66f3,0,21r01a66f3,0,35,akashreddy_gunnala,1479,akashreddygunn,963,@21r01a66f3,0,15.26%
469,22r05a7203,cmrit25_22r05a7203,0,@22r05a7203,0,0,shravansanjay,1481,shravansanjay,1090,@22r05a7203,0,15.25%
470,21r01a05k7,cmrit25_21r01a05k7,369,21r01a05k7,0,9,21r01a05k7,0,cmrit5k7,953,21r01a05k7,134,15.25%
471,21r01a05r7,21r01a05r7cse,697,cmrit_21r01a05r7,0,15,21r01a05r7,0,cmr21r01a05r7,0,yerranagulaanusha21r01a05r7,0,15.09%
472,21r01a04p6,cmrit25_21r01a04p6,355,,0,0,21r01a04p6,0,cmr_21r01a04p6,1115,21r01a04p6,55,15.00%
473,21r01a7232,cmrit25_21r01a7232,386,21r01a7232,0,0,jaddu_deviram,0,cmr_21r01a7232,1077,21r01a7232,5,14.94%
474,21r01a04d3,21r01a04d3@cmritonline.ac.in,0,,0,0,jhansi2k23,1388,jhansi2k23,1027,21r01a04d3,62,14.92%
475,21r01a05m2,cmrit25_21r01a05m2,357,21r01an1s6,0,18,21r01a05m2,0,r01a05m2,1036,21r01a05m2,50,14.92%
476,21r01a6774,cmrit25_21r01a6774,355,21r01a6774,0,0,,0,r01a6774,1183,,0,14.90%
477,21r01a05b7,cmrit25_21r01a05b7,362,21r01a05b7,10,29,21r01a05b7,0,ramya_b7,956,@21r01a05b7,0,14.85%
478,21r01a05k3,cmrit25_21r01a05k3,360,21r01a05k3,0,19,21r01a05k3,0,ruthvik5k3,1037,21r01a05k3,20,14.72%
479,21r01a04d9,cmrit25_21r01a04d9,0,cbhavaniprasad,0,0,21r01a04d9,1482,bunnyy22,951,21r01a04d9,29,14.67%
480,21r01a7203,21r01a7203,0,21r01a7203,0,0,21r01a7203,1408,cmr21r01a7203,1031,21r01a7203,20,14.66%
481,21r01a6629,cmrit25_21r01a6629,375,21r01a6629,0,0,21r01a6629,0,deepak_029,1043,21r01a6629,20,14.64%
482,21r01a0466,cmrit25_21r01a0466,561,,0,0,,0,vyshu_18,436,,0,14.59%
483,21r01a6639,cmrit_21r01a6639,354,21r01aypux,0,26,cmrit_21r01a6639,0,udaycharan6639,947,21r01a6639,55,14.53%
484,21r01a7223,cmrit25_21r01a7223,355,21r01aewni,0,0,21r01a7223,0,charishna,1125,@21r01a7223,0,14.53%
485,21r01a05h4,21r01a05h4,357,21r01aqj42,0,10,21r01a05h4,0,mallika1321,1002,21r01a05h4,50,14.52%
486,21r01a05c8,cmrit25_21r01a05c8,356,21r01anhzo,0,0,shanmukh2410,0,shanmukh2410,956,21r01a05c8,106,14.52%
487,21r01a66j2,r01a66j2,0,21r01a66j2,79,0,21r01a66j2,1458,21r01a66j2,0,21r01a66j2,179,14.35%
488,21r01a6654,cmrit25_21r01a6654,354,21r01a7zg7,0,4,kitu_4414,0,saikrishna414,1068,21r01a6654,10,14.35%
489,21r01a6786,cmrit25_21r01a6786,362,21r01a6786,0,0,21r01a6786,0,premsai1029,1054,21r01a6786,10,14.33%
490,21r01a7247,cmrit25_21r01a7247,0,shadulmohaljnv,0,0,mohammad_shadulla,1412,mohammadshadul,995,,0,14.27%
491,21r01a67a5,adithya25,373,,0,0,adithyaa5,0,adithya_a5,1018,,0,14.25%
492,22r05a0522,cmrit25_22r05a0522,356,22r05azmsf,0,1,22r05a0522,0,sunny522,997,22r05a0522,45,14.21%
493,21r01a0474,arvind412,0,21r01a2ifz,0,0,arvind_412,1443,arvind412,942,chakaliaravind@21r01a0474,0,14.11%
494,21r01a05p6,,0,21r01a05p6,0,7,21r01a05p6,1350,nainika_215p6,920,21r01a05p6,40,13.99%
495,21r01a05m6,cmrit25_21r01a05m6,348,21r01acr0e,0,0,21r01a05m6,0,r01a05m6,1012,21r01a05m6,20,13.87%
496,21r01a66g4,cmrit25_21r01a66g4,364,21r01a66g4,0,40,navya_66g4,0,navya66g4,838,@21r01a66g4,0,13.86%
497,22r05a0409,cmrit25_22r05a0409,377,,0,0,22ro5ao409,0,ravi22ro5ao409,752,22r05a0409,124,13.86%
498,21r01a0475,21r01a0475,0,krupakarreddy,0,0,21r01a0475,1409,cmr_21r01a0475,913,21r01a0475,10,13.83%
499,21r01a6797,cmrit25_21r01a6797,358,21r01alizy,0,0,bhagirao,0,bhagirathrao,973,21r01a6797,10,13.74%
500,21r01a67j6,cmrit-21r01a67j6,0,3,0,263,,0,tsujan,1207,sujan,0,13.65%
501,21r01a6637,,0,,0,0,21r01a6637,1442,y21r01a6637,867,21r01asema,0,13.64%
502,21r01a05d4,21r01a05d4,347,21r01a05d4,10,18,21r01a05d4,0,bhavana00,821,21r01a05d4,20,13.62%
503,21r01a6770,21r01a6770,567,,0,0,21r01a6770,0,cmrit2025_21r01a6770,0,21r01a6770,35,12.33%
504,21r01a05q5,alshay5q5,360,21r01a05q5,0,6,akshay5q5,0,akshay5q5,701,21r01a05q5,15,12.28%
505,21r01a05f4,21r01a05f4,0,21r01a05f4,30,2,21r01a05f4,1753,cmrit25_21r01a05f4,0,21r01a05f4,56,12.22%
506,21r01a6780,21r01a6780,572,,0,0,,0,21r01a6780,0,,0,12.10%
507,21r01a0456,cmrit25_21r01a0456,0,21r01a0456,0,40,21r01a0456,0,anjaneyulu7_4,1064,21r01a0456,465,12.04%
508,21r01a67f0,21r01a67f0,0,21r01a67fo,69,19,21r01a67f0,0,harish_52,1132,21r01a67f0,78,12.02%
509,21r01a67e5,rashmitha54,567,,0,0,,0,,0,,0,12.00%
510,21r01a0570,cmrit_21r01a0570,0,21r01a0570,66,15,21r01a0570,0,shreya_1_17,1124,21r01a0570,15,11.11%
511,21r01a7357,21r01a7357,0,21r01ara1p,0,53,21r01a7357,0,cmr21r01a7357,1209,21r01a7357,200,10.70%
512,21r01a0460,21r01a0460,357,21r01a0460,0,47,indhu_24,0,indhu_24,0,21r01a0460,171,10.29%
513,21r01a0451,cmrit25_21r01a0451,424,21r01a0451,10,0,21r01a0451,0,v21r01a0451,0,21r01a0451,35,9.85%
514,21r01a05l0,,0,21r01a05l0,0,3,manognakumar,0,manognakumar,1467,21r01a05l0_manu,55,9.76%
515,21r01a67h8,cmrit25_21r01a67h8,0,21r01a2ifu,0,9,bhavya67h8,0,bhavya67h8,1283,21r01a67h8,122,9.39%
516,21r01a7322,21r01a7322@cmritonline.ac.in,0,21r01a7322,0,0,21r01a7322,1430,ramya_7322,0,21r01a7322,125,9.36%
517,21r01a67d4,,0,21r01a67d4,0,0,21r01a67d4,1411,cmr_21r01a67d4,0,21r01a67d4,107,9.08%
518,22r05a0405,cmrit25_22r05a0405,0,22r05a0405,0,14,22r05a0405,0,cmr_22r05a0405,1154,22r05a0405,161,9.08%
519,21r01a04a9,,0,pillisanjay,0,0,sanjay,1571,pillisanjay,0,21r01ao4a9,0,8.96%
520,21r01a67e4,ganeshe4,0,ganeshe4,10,0,21r01a67e4,0,cmr_21r01a67e4,1336,ganeshe4,0,8.89%
521,21r01a04e9,cmrit25_21r01a04e9,0,21r01a04e9,0,0,21r01a04e9,0,r01a04e9,1091,sathwik_17,212,8.85%
522,21r01a05f3,cmrit25_21r01a05f3,0,21r01a05f3,0,26,21r01a05f3,0,cmr_21r01a05f3,1135,21r01a05f3,119,8.83%
523,21r01a66j3,cmrit25_21r01a66j3,362,21r01a66j3,0,10,21r01a66j3,0,cmrit25_21r01a66j3,0,cmrit_21r01a66j3,85,8.71%
524,21r01a0478,cmrit25_21r01a0478,0,21r01a0478,0,0,21r01a0478,1424,21r01a0478,0,21r01a0478,60,8.70%
525,21r01a05b3,,0,,0,0,pavanipuja,0,pavanipuja,1097,21r01a05b3,186,8.63%
526,21r01a0435,,0,cmrit_21r01a0435,0,0,cmrit_21r01a0435,0,cmr_21r01a0435,1383,cmrit_21r01a0435,0,8.63%
527,22r05a6601,,0,dinesh,0,0,dinesh,1507,dinesh,0,dineshbathula,0,8.60%
528,21r01a0455,cmrit25_21r01a0455,0,21r01aakaq,10,2,cmr_21r01a0455,0,cmr_21r01a0455,1223,21r01a0455,35,8.56%
529,22r05a7305,22r05a7305,0,22r05a7305,0,0,22r05a7305,0,mani22r05a7305,1229,22r05a7305,90,8.54%
530,21r01a0404,21r01a0404,0,@21r01awmab,0,0,21r01a0404,0,v21r01a0404,1359,21r01a0404,5,8.53%
531,21r01a05c5,cmrit25_21r01a05c5,0,21r01a05c5,10,9,cmrit25_21r01a05c5,0,v_sruthi20,1059,21r01a05c5,120,8.52%
532,21r01a04n1,21r01a04n1,347,21r01a05e9,10,4,aaishwarya_11,0,a21r01a4n1,0,21r01a04n1,52,8.48%
533,21r01a66d4,cmrit25_21r01a66d4,0,21r01amda7,0,14,cmr_21r01a66d4,0,cmr_21r01a66d4,1183,21r01a66d4,65,8.33%
534,21r01a0453,cmrit25_21r01a0453,0,,0,0,21r01a0453,0,hanvitha_10,1179,21r01a0453,101,8.33%
535,22r05a6715,22r05a6715,0,22r05a6715,0,0,22r05a6715,0,bhavana6715,1195,22r05a6715,89,8.31%
536,21r01a0449,21r01a0449,0,,0,0,sumanth_30,0,sumanth_49,1231,21r01a0449,57,8.23%
537,21r01a67d3,cmrit25_21r01a67d3,363,cmrit_21r01a67d3,0,21,cmrit_21r01a67d3,0,cmrit_21r01a67d3,0,cmrit_21r01a67d3,0,8.17%
538,21r01a7344,21r01a7344,0,21r01aordp,0,12,21r01a7344,0,cmr_21r01a7344,1185,21r01a7344,45,8.11%
539,21r01a67d2,,0,21r01a67d2,0,0,21r01a67d2,0,cmr_21r01a67d2,1285,21r01a67d2,7,8.09%
540,21r01a66g0,21r01a66g0,358,anagarikareddy,0,22,21r01a66g0,0,anagarika,0,21r01a66g0@cmritonline.ac.in,0,8.09%
541,21r01a0401,,0,21r01asn26,0,0,,0,a21r01a0401,1201,21r01a0401,60,8.07%
542,21r01a0596,21r01a0596,0,21r01avr1q,0,5,21r01a0596,0,r01a0596,1179,21r01a0596,62,8.07%
543,21r01a6704,cmrit25_21r01a6704,0,,0,0,,0,mahi6704,1167,21r01a6704,80,8.05%
544,21r01a05c7,,0,v_siddharth38,10,3,siddharth3838,0,siddharth3838,1190,@21r01a05c7,0,8.04%
545,21r01a0494,,0,21r01a0494@vamshi,0,0,21r01a0494,1410,21r01a0494@vamshi,0,21r01a0494@vamshi,0,8.04%
546,22r05a0408,gangireddy9,0,22r05a7p6r,0,0,22r05a0408,0,cmr_22r05a0408,1209,22r05a0408,50,8.03%
547,21r01a0408,,0,,0,0,,0,s_21r01a0408,1163,21r01a0408,79,8.02%
548,21r01a6739,,0,21r01ali3f,40,0,21r01a6739,0,ali39,934,@21r01a6739,0,8.01%
549,21r01a0511,21r01a0511,361,21r01ae5x9,0,0,,0,,0,21r01a0511,38,8.00%
550,22r05a7304,nagendra7304,0,22r05a29c2,0,17,22r05a7304,0,nagendra7304,1137,22r05a7304,50,7.97%
551,21r01a05a2,cmrit25_21r01a05a2,0,21r01a05a2,0,0,21r01a05a2,0,s21ro1ao5a2,1129,21r01a05a2,95,7.96%
552,21r01a66j0,,0,raghavva5ljf,0,0,raghav-k,0,raghavk30,1274,@21r01a66j01,0,7.95%
553,21r01a0496,cmrit25_21r01a0496,0,21r01a0496,0,0,anil496,0,anil21r01a0496,1049,21r01a0496,145,7.94%
554,21r01a7353,cmrit25_21r01a7353,0,21r01a7353,0,29,21r01a7353,0,hain21r01a7353,770,21r01a7353,254,7.92%
555,21r01a04r5,cmrit_21r01a04r5,348,21r01a04r5,0,0,21r01a04r5,0,chanduthunga,0,21r01a04r5,58,7.92%
556,22r05a0403,cmrit25_22r05a0403,0,22r05aphgn,10,0,rajashashank03,0,rajashashank,1142,22r05a0403,25,7.91%
557,21r01a0434,cmrit25_21r01a0434,0,21r01aipro,0,0,21r01a0434,0,akshu66,1048,21r01a0434,137,7.86%
558,21r01a05g4,cmrit25_21r01a05g4,0,21r01a05g4,0,11,21r01a05g4,0,r01a05g4,1204,21r01a05g4,5,7.82%
559,21r01a6718,,0,,0,0,,0,kousthub2003,1250,@gkousthub,0,7.80%
560,21r01a05n9,21r01a05n9,350,21r01a05n9,0,12,21r01a05n9,0,manohar1012,0,21r01a05n9,10,7.78%
561,21r01a04f7,cmrit25_21r01a04f7,0,21r01a04f7,0,0,21r01a04f7,0,bindu_f7,845,21r01a04f7,258,7.75%
562,21r01a0587,,0,21r01a0587,0,0,deekshith_87,0,deekshith_587,1232,21r01a0587,0,7.69%
563,21r01a04r3,cmrit25_21r01a04r3,0,,0,0,21r01a04r3,0,d21r01a04r3,1229,@21r01a04r3,0,7.67%
564,21r01a04e7,cmrit25_21r01a04e7,362,udaygudala,0,0,udaygudala,0,udaygudala,0,udaygudala,0,7.66%
565,21r01a7326,cmrit25_21r01a7326,362,21r01a7326,0,0,21r01a7326,0,21r01a7326,0,21r01a7326,0,7.66%
566,21r01a05l3,,0,21r01a05l3,10,2,21r01a05l3,0,viswas14,1131,21r01a05l3,0,7.65%
567,21r01a05f5,navaneeth5f5,0,21r01acqbq,0,8,navaneeth1103,0,navaneeth1103,1194,kalavalanavanee1,0,7.64%
568,21r01a66c9,cmrit25_21r01a66c9,0,likhith_1216,0,0,likhith_1216,0,likhith_1216,1220,likhith_1216,0,7.62%
569,21r01a04l4,cmrit25_21r01a04l4,0,21r01a04l4,0,0,21r01a04l4,0,yella04l4,1111,21r01a04l4,67,7.58%
570,21r01a04g2,cmrit25_21r01a04g2,0,21r01a04g2,0,0,k.pranavi,0,pranavi_27,860,21r01a04g2,230,7.58%
571,21r01a7352,21r01a7352,358,21r01aqea9,0,0,21r01a7352,0,cmri21r01a7352,0,@21r01a7352,0,7.57%
572,21r01a6728,cmrit25_21r01a6728,0,saipriyat6k7,0,0,21r01a6728,0,saipriya2003,1153,21r01a6728,35,7.53%
573,21r01a7355,,0,,0,0,,0,mesiddhartharl,1206,me_siddhartharl,0,7.53%
574,21r01a04r6,cmrit25_21r01a04p6,355,,0,0,,0,,0,,0,7.51%
575,21r01a0597,21r01a0597,0,21r01a0597,0,0,vamshi_yadav2727,0,vamshiyadav07,1133,21r01a0597,45,7.50%
576,21r01a0440,,0,21r01auz8t,0,0,21r01a0440,0,chanduja_21r01,1199,,0,7.48%
577,21r01a6706,dilipkumar970,0,bonagiridiltph3,0,0,bonagiridilipkumar970,0,dilipkumar970,1185,bonagiridilipku1,8,7.47%
578,21r01a6737,cmrit25_21r01a6737,0,21r01a6737,0,6,bhavana_6737,0,bhavana_6737,1128,21r01a6737,30,7.47%
579,21r01a05f8,cmrit25_21r01a05f8,0,21r01ao5f8,10,15,21r01a05f8,0,abhiram5f8,1051,@21r01a05f8,0,7.45%
580,21r01a0594,shivasai_03,0,kondabattulaojvq,0,0,kondabattulashivasai143,0,shivasai_28,1194,cse_21r01a0594,0,7.45%
581,21r01a0490,21r01a0490,0,21r01afled,0,0,21r01a0490,0,mani40,1100,21r01a0490,60,7.44%
582,21r01a7224,cmrit25_21r01a7224,0,21r01arg58,20,0,21r01a7224,0,nikitha7224,1010,@21r01a7224,0,7.40%
583,21r01a04b3,21r01a04b3,0,@spandana,0,0,spandana,0,spandana63,1110,21r01a04b3,45,7.36%
584,21r01a6763,,0,,0,0,,0,srija_reddie16,1176,,0,7.34%
585,21r01a0446,akhilperala,0,21r01a0446,0,0,21r01a0446,0,akhilperala,1134,cmrit_21r01a0446,25,7.32%
586,21r01a7249,ace_22,0,ace2207,0,0,kamal_mudiraj_,0,ace_223,1167,ace_22.,0,7.28%
587,21r01a7241,cmrit25_21r01a7241,0,21r01a7241,0,11,21r01a7241,0,r01a7241,871,21r01a7241,164,7.27%
588,22r05a6720,,0,22r05a6720,0,0,srilaxmi20,0,srilaxmi20,1098,22r05a6720,42,7.26%
589,21r01a7225,21r01a7225,0,anonymou99wv,0,0,anilgoud,0,anil66,991,21r01a7225,111,7.25%
590,21r01a0573,,0,datta73,0,0,datta73,0,datta73,1160,21r01a0573,0,7.24%
591,21r01a0419,cmrit25_21r01a0419,0,21r01a0419,0,0,21r01a0419,0,ganesh0_2,1019,21r01a0419,90,7.23%
592,21r01a0565,cmrit25_21r01a0565,0,21r01ar0tu,0,20,21r01a0565_lohitha,0,cmr_21r01a0565,1041,21r01a0565,24,7.19%
593,21r01a67j1,cmrit25_21r01a67j1,0,21r01a67j1,0,0,21r01a67j1,0,cmr_21r01a67j1,1152,cmr_21r01a67j1,0,7.19%
594,21r01a04e0,21r01a04e0,0,21r01a04e0,0,0,pavithra,0,pavithra32,988,21r01a04e0,104,7.17%
595,21r01a0532,cmrit2025_21r01a0532,0,21r01a0532,10,13,21r01a0532,0,cmr_21r01a0532,989,21r01a0532,15,7.17%
596,21r01a7256,cmrit_21r01a7256,0,21r01a7256,0,0,21r01a7256,0,r01a7256,1140,21r01a7256,5,7.16%
597,22r05a0414,,0,santhosh_630,0,0,,0,sai_630,1147,22r05a0414,0,7.16%
598,21r01a0537,21r01a0537,0,21r01a0537cmrit,0,13,21r01a0537,0,sowmya37,1085,21r01a0537,3,7.10%
599,21r01a04f3,n21r01a04f3,0,21r01a04f3,0,0,21r01a04f3,0,n21r01a04f3,1138,@21r01a04f3,0,7.10%
